"YEAR","MONTH","DAY","HOUR","MIN","TEMP"
2014,9,20,17,0,11.139
2014,9,20,19,0,10.161
2014,9,20,21,0,9.965
2014,9,20,23,0,9.866
2014,9,21,1,0,9.768
2014,9,21,3,0,9.669
2014,9,21,5,0,9.571
2014,9,21,7,0,9.571
2014,9,21,9,0,9.571
2014,9,21,11,0,9.866
2014,9,21,13,0,10.161
2014,9,21,15,0,10.553
2014,9,21,17,0,10.748
2014,9,21,19,0,10.651
2014,9,21,21,0,10.553
2014,9,21,23,0,10.357
2014,9,22,1,0,10.259
2014,9,22,3,0,10.161
2014,9,22,5,0,10.063
2014,9,22,7,0,9.965
2014,9,22,9,0,9.965
2014,9,22,11,0,10.063
2014,9,22,13,0,10.161
2014,9,22,15,0,10.357
2014,9,22,17,0,10.357
2014,9,22,19,0,10.259
2014,9,22,21,0,10.161
2014,9,22,23,0,10.063
2014,9,23,1,0,9.866
2014,9,23,3,0,9.768
2014,9,23,5,0,9.669
2014,9,23,7,0,9.571
2014,9,23,9,0,9.669
2014,9,23,11,0,9.768
2014,9,23,13,0,9.965
2014,9,23,15,0,10.161
2014,9,23,17,0,10.161
2014,9,23,19,0,10.063
2014,9,23,21,0,10.063
2014,9,23,23,0,10.063
2014,9,24,1,0,10.161
2014,9,24,3,0,10.455
2014,9,24,5,0,10.357
2014,9,24,7,0,10.063
2014,9,24,9,0,9.965
2014,9,24,11,0,9.866
2014,9,24,13,0,9.866
2014,9,24,15,0,9.965
2014,9,24,17,0,9.965
2014,9,24,19,0,9.965
2014,9,24,21,0,9.768
2014,9,24,23,0,9.669
2014,9,25,1,0,9.571
2014,9,25,3,0,9.472
2014,9,25,5,0,9.275
2014,9,25,7,0,9.176
2014,9,25,9,0,9.176
2014,9,25,11,0,9.176
2014,9,25,13,0,9.275
2014,9,25,15,0,9.472
2014,9,25,17,0,9.571
2014,9,25,19,0,9.373
2014,9,25,21,0,9.176
2014,9,25,23,0,8.978
2014,9,26,1,0,8.879
2014,9,26,3,0,8.779
2014,9,26,5,0,8.779
2014,9,26,7,0,8.581
2014,9,26,9,0,8.581
2014,9,26,11,0,8.779
2014,9,26,13,0,8.978
2014,9,26,15,0,9.176
2014,9,26,17,0,9.275
2014,9,26,19,0,9.275
2014,9,26,21,0,9.176
2014,9,26,23,0,9.077
2014,9,27,1,0,9.077
2014,9,27,3,0,8.978
2014,9,27,5,0,8.779
2014,9,27,7,0,8.581
2014,9,27,9,0,8.481
2014,9,27,11,0,8.581
2014,9,27,13,0,8.978
2014,9,27,15,0,9.176
2014,9,27,17,0,9.176
2014,9,27,19,0,9.176
2014,9,27,21,0,9.077
2014,9,27,23,0,8.879
2014,9,28,1,0,8.779
2014,9,28,3,0,8.68
2014,9,28,5,0,8.581
2014,9,28,7,0,8.481
2014,9,28,9,0,8.382
2014,9,28,11,0,8.581
2014,9,28,13,0,8.779
2014,9,28,15,0,8.978
2014,9,28,17,0,9.077
2014,9,28,19,0,9.077
2014,9,28,21,0,8.978
2014,9,28,23,0,8.879
2014,9,29,1,0,8.779
2014,9,29,3,0,8.581
2014,9,29,5,0,8.481
2014,9,29,7,0,8.382
2014,9,29,9,0,8.282
2014,9,29,11,0,8.581
2014,9,29,13,0,8.879
2014,9,29,15,0,9.077
2014,9,29,17,0,9.077
2014,9,29,19,0,9.176
2014,9,29,21,0,8.978
2014,9,29,23,0,8.68
2014,9,30,1,0,8.382
2014,9,30,3,0,8.282
2014,9,30,5,0,8.182
2014,9,30,7,0,8.082
2014,9,30,9,0,7.882
2014,9,30,11,0,7.882
2014,9,30,13,0,8.082
2014,9,30,15,0,8.282
2014,9,30,17,0,8.182
2014,9,30,19,0,8.082
2014,9,30,21,0,7.882
2014,9,30,23,0,7.882
2014,10,1,1,0,7.682
2014,10,1,3,0,7.481
2014,10,1,5,0,7.28
2014,10,1,7,0,7.079
2014,10,1,9,0,7.079
2014,10,1,11,0,7.28
2014,10,1,13,0,7.481
2014,10,1,15,0,7.782
2014,10,1,17,0,7.782
2014,10,1,19,0,7.782
2014,10,1,21,0,7.682
2014,10,1,23,0,7.582
2014,10,2,1,0,7.481
2014,10,2,3,0,7.381
2014,10,2,5,0,7.079
2014,10,2,7,0,6.877
2014,10,2,9,0,6.775
2014,10,2,11,0,6.877
2014,10,2,13,0,7.079
2014,10,2,15,0,7.381
2014,10,2,17,0,7.582
2014,10,2,19,0,7.582
2014,10,2,21,0,7.481
2014,10,2,23,0,7.381
2014,10,3,1,0,7.28
2014,10,3,3,0,7.28
2014,10,3,5,0,7.28
2014,10,3,7,0,7.28
2014,10,3,9,0,7.381
2014,10,3,11,0,7.582
2014,10,3,13,0,7.983
2014,10,3,15,0,8.382
2014,10,3,17,0,8.481
2014,10,3,19,0,8.481
2014,10,3,21,0,8.382
2014,10,3,23,0,8.282
2014,10,4,1,0,8.282
2014,10,4,3,0,8.182
2014,10,4,5,0,8.182
2014,10,4,7,0,8.282
2014,10,4,9,0,8.282
2014,10,4,11,0,8.481
2014,10,4,13,0,8.879
2014,10,4,15,0,9.176
2014,10,4,17,0,9.176
2014,10,4,19,0,9.077
2014,10,4,21,0,8.978
2014,10,4,23,0,8.879
2014,10,5,1,0,8.779
2014,10,5,3,0,8.779
2014,10,5,5,0,8.779
2014,10,5,7,0,8.779
2014,10,5,9,0,8.68
2014,10,5,11,0,8.779
2014,10,5,13,0,8.978
2014,10,5,15,0,9.275
2014,10,5,17,0,9.373
2014,10,5,19,0,9.275
2014,10,5,21,0,9.176
2014,10,5,23,0,9.077
2014,10,6,1,0,8.978
2014,10,6,3,0,8.879
2014,10,6,5,0,8.879
2014,10,6,7,0,8.879
2014,10,6,9,0,8.879
2014,10,6,11,0,8.978
2014,10,6,13,0,9.275
2014,10,6,15,0,9.571
2014,10,6,17,0,9.669
2014,10,6,19,0,9.571
2014,10,6,21,0,9.472
2014,10,6,23,0,9.373
2014,10,7,1,0,9.275
2014,10,7,3,0,9.275
2014,10,7,5,0,9.176
2014,10,7,7,0,9.176
2014,10,7,9,0,9.077
2014,10,7,11,0,9.176
2014,10,7,13,0,9.373
2014,10,7,15,0,9.571
2014,10,7,17,0,9.669
2014,10,7,19,0,9.768
2014,10,7,21,0,9.669
2014,10,7,23,0,9.669
2014,10,8,1,0,9.571
2014,10,8,3,0,9.373
2014,10,8,5,0,8.978
2014,10,8,7,0,8.68
2014,10,8,9,0,8.68
2014,10,8,11,0,8.879
2014,10,8,13,0,9.176
2014,10,8,15,0,9.373
2014,10,8,17,0,9.275
2014,10,8,19,0,9.077
2014,10,8,21,0,8.879
2014,10,8,23,0,8.68
2014,10,9,1,0,8.581
2014,10,9,3,0,8.382
2014,10,9,5,0,8.282
2014,10,9,7,0,8.282
2014,10,9,9,0,8.282
2014,10,9,11,0,8.382
2014,10,9,13,0,8.581
2014,10,9,15,0,8.879
2014,10,9,17,0,8.978
2014,10,9,19,0,8.978
2014,10,9,21,0,8.879
2014,10,9,23,0,8.68
2014,10,10,1,0,8.581
2014,10,10,3,0,8.481
2014,10,10,5,0,8.382
2014,10,10,7,0,8.282
2014,10,10,9,0,8.282
2014,10,10,11,0,8.382
2014,10,10,13,0,8.68
2014,10,10,15,0,9.077
2014,10,10,17,0,9.077
2014,10,10,19,0,8.978
2014,10,10,21,0,8.879
2014,10,10,23,0,8.779
2014,10,11,1,0,8.779
2014,10,11,3,0,8.779
2014,10,11,5,0,8.779
2014,10,11,7,0,8.68
2014,10,11,9,0,8.481
2014,10,11,11,0,8.481
2014,10,11,13,0,8.481
2014,10,11,15,0,8.182
2014,10,11,17,0,8.182
2014,10,11,19,0,8.082
2014,10,11,21,0,8.082
2014,10,11,23,0,8.082
2014,10,12,1,0,7.983
2014,10,12,3,0,7.983
2014,10,12,5,0,7.882
2014,10,12,7,0,7.782
2014,10,12,9,0,7.782
2014,10,12,11,0,7.882
2014,10,12,13,0,7.983
2014,10,12,15,0,8.182
2014,10,12,17,0,8.182
2014,10,12,19,0,8.182
2014,10,12,21,0,8.082
2014,10,12,23,0,7.983
2014,10,13,1,0,7.983
2014,10,13,3,0,7.882
2014,10,13,5,0,7.782
2014,10,13,7,0,7.682
2014,10,13,9,0,7.782
2014,10,13,11,0,7.983
2014,10,13,13,0,8.282
2014,10,13,15,0,8.481
2014,10,13,17,0,8.581
2014,10,13,19,0,8.779
2014,10,13,21,0,8.879
2014,10,13,23,0,8.978
2014,10,14,1,0,8.68
2014,10,14,3,0,7.582
2014,10,14,5,0,7.481
2014,10,14,7,0,7.582
2014,10,14,9,0,7.582
2014,10,14,11,0,7.682
2014,10,14,13,0,7.983
2014,10,14,15,0,8.182
2014,10,14,17,0,8.182
2014,10,14,19,0,8.182
2014,10,14,21,0,8.082
2014,10,14,23,0,7.983
2014,10,15,1,0,7.882
2014,10,15,3,0,7.782
2014,10,15,5,0,7.682
2014,10,15,7,0,7.582
2014,10,15,9,0,7.481
2014,10,15,11,0,7.582
2014,10,15,13,0,6.978
2014,10,15,15,0,7.079
2014,10,15,17,0,7.079
2014,10,15,19,0,6.877
2014,10,15,21,0,6.877
2014,10,15,23,0,6.877
2014,10,16,1,0,6.978
2014,10,16,3,0,6.877
2014,10,16,5,0,6.775
2014,10,16,7,0,6.775
2014,10,16,9,0,6.775
2014,10,16,11,0,6.877
2014,10,16,13,0,7.079
2014,10,16,15,0,7.179
2014,10,16,17,0,7.179
2014,10,16,19,0,7.079
2014,10,16,21,0,6.978
2014,10,16,23,0,6.877
2014,10,17,1,0,6.775
2014,10,17,3,0,6.775
2014,10,17,5,0,6.877
2014,10,17,7,0,6.978
2014,10,17,9,0,6.978
2014,10,17,11,0,7.179
2014,10,17,13,0,7.481
2014,10,17,15,0,7.782
2014,10,17,17,0,7.882
2014,10,17,19,0,7.983
2014,10,17,21,0,8.282
2014,10,17,23,0,8.282
2014,10,18,1,0,8.282
2014,10,18,3,0,8.382
2014,10,18,5,0,8.282
2014,10,18,7,0,8.282
2014,10,18,9,0,8.382
2014,10,18,11,0,8.481
2014,10,18,13,0,8.581
2014,10,18,15,0,8.68
2014,10,18,17,0,8.68
2014,10,18,19,0,8.581
2014,10,18,21,0,8.481
2014,10,18,23,0,8.282
2014,10,19,1,0,8.182
2014,10,19,3,0,7.983
2014,10,19,5,0,7.983
2014,10,19,7,0,7.983
2014,10,19,9,0,7.983
2014,10,19,11,0,8.182
2014,10,19,13,0,8.481
2014,10,19,15,0,8.779
2014,10,19,17,0,8.779
2014,10,19,19,0,8.779
2014,10,19,21,0,8.68
2014,10,19,23,0,8.581
2014,10,20,1,0,8.481
2014,10,20,3,0,8.481
2014,10,20,5,0,8.68
2014,10,20,7,0,8.581
2014,10,20,9,0,8.581
2014,10,20,11,0,8.481
2014,10,20,13,0,8.481
2014,10,20,15,0,8.382
2014,10,20,17,0,8.282
2014,10,20,19,0,8.082
2014,10,20,21,0,7.882
2014,10,20,23,0,7.782
2014,10,21,1,0,7.682
2014,10,21,3,0,7.582
2014,10,21,5,0,7.481
2014,10,21,7,0,7.481
2014,10,21,9,0,7.381
2014,10,21,11,0,7.381
2014,10,21,13,0,7.481
2014,10,21,15,0,7.481
2014,10,21,17,0,7.481
2014,10,21,19,0,7.381
2014,10,21,21,0,7.179
2014,10,21,23,0,7.179
2014,10,22,1,0,7.179
2014,10,22,3,0,7.381
2014,10,22,5,0,7.481
2014,10,22,7,0,7.582
2014,10,22,9,0,7.682
2014,10,22,11,0,7.682
2014,10,22,13,0,7.782
2014,10,22,15,0,7.682
2014,10,22,17,0,7.682
2014,10,22,19,0,7.582
2014,10,22,21,0,7.582
2014,10,22,23,0,7.582
2014,10,23,1,0,7.28
2014,10,23,3,0,7.179
2014,10,23,5,0,6.877
2014,10,23,7,0,6.166
2014,10,23,9,0,6.166
2014,10,23,11,0,5.962
2014,10,23,13,0,6.268
2014,10,23,15,0,6.37
2014,10,23,17,0,5.86
2014,10,23,19,0,4.519
2014,10,23,21,0,4.623
2014,10,23,23,0,5.037
2014,10,24,1,0,5.141
2014,10,24,3,0,5.244
2014,10,24,5,0,5.45
2014,10,24,7,0,5.45
2014,10,24,9,0,5.45
2014,10,24,11,0,5.655
2014,10,24,13,0,5.962
2014,10,24,15,0,6.268
2014,10,24,17,0,6.37
2014,10,24,19,0,6.268
2014,10,24,21,0,6.166
2014,10,24,23,0,6.166
2014,10,25,1,0,6.268
2014,10,25,3,0,6.268
2014,10,25,5,0,6.37
2014,10,25,7,0,6.37
2014,10,25,9,0,6.37
2014,10,25,11,0,6.471
2014,10,25,13,0,6.775
2014,10,25,15,0,7.079
2014,10,25,17,0,7.179
2014,10,25,19,0,7.079
2014,10,25,21,0,6.166
2014,10,25,23,0,5.655
2014,10,26,1,0,5.45
2014,10,26,3,0,5.037
2014,10,26,5,0,5.141
2014,10,26,7,0,5.141
2014,10,26,9,0,4.311
2014,10,26,11,0,3.998
2014,10,26,13,0,3.998
2014,10,26,15,0,3.683
2014,10,26,17,0,4.311
2014,10,26,19,0,4.623
2014,10,26,21,0,4.207
2014,10,26,23,0,4.519
2014,10,27,1,0,4.623
2014,10,27,3,0,4.519
2014,10,27,5,0,4.519
2014,10,27,7,0,4.415
2014,10,27,9,0,4.415
2014,10,27,11,0,4.519
2014,10,27,13,0,4.623
2014,10,27,15,0,4.934
2014,10,27,17,0,5.141
2014,10,27,19,0,5.141
2014,10,27,21,0,5.037
2014,10,27,23,0,5.037
2014,10,28,1,0,5.037
2014,10,28,3,0,5.141
2014,10,28,5,0,5.244
2014,10,28,7,0,5.45
2014,10,28,9,0,5.757
2014,10,28,11,0,6.064
2014,10,28,13,0,6.37
2014,10,28,15,0,6.471
2014,10,28,17,0,6.573
2014,10,28,19,0,6.573
2014,10,28,21,0,6.573
2014,10,28,23,0,6.573
2014,10,29,1,0,6.471
2014,10,29,3,0,6.471
2014,10,29,5,0,6.471
2014,10,29,7,0,6.471
2014,10,29,9,0,6.471
2014,10,29,11,0,6.573
2014,10,29,13,0,6.674
2014,10,29,15,0,6.775
2014,10,29,17,0,6.877
2014,10,29,19,0,6.775
2014,10,29,21,0,6.471
2014,10,29,23,0,6.471
2014,10,30,1,0,6.37
2014,10,30,3,0,6.37
2014,10,30,5,0,6.471
2014,10,30,7,0,6.573
2014,10,30,9,0,6.674
2014,10,30,11,0,6.877
2014,10,30,13,0,6.978
2014,10,30,15,0,7.179
2014,10,30,17,0,7.28
2014,10,30,19,0,7.28
2014,10,30,21,0,7.179
2014,10,30,23,0,7.179
2014,10,31,1,0,7.179
2014,10,31,3,0,6.978
2014,10,31,5,0,6.978
2014,10,31,7,0,6.877
2014,10,31,9,0,6.775
2014,10,31,11,0,6.37
2014,10,31,13,0,6.37
2014,10,31,15,0,6.37
2014,10,31,17,0,6.37
2014,10,31,19,0,6.166
2014,10,31,21,0,6.064
2014,10,31,23,0,5.86
2014,11,1,1,0,5.655
2014,11,1,3,0,5.45
2014,11,1,5,0,5.244
2014,11,1,7,0,5.141
2014,11,1,9,0,5.037
2014,11,1,11,0,5.037
2014,11,1,13,0,5.347
2014,11,1,15,0,5.45
2014,11,1,17,0,5.45
2014,11,1,19,0,5.347
2014,11,1,21,0,5.244
2014,11,1,23,0,5.141
2014,11,2,1,0,5.141
2014,11,2,3,0,5.141
2014,11,2,5,0,5.141
2014,11,2,7,0,4.934
2014,11,2,9,0,4.934
2014,11,2,11,0,5.037
2014,11,2,13,0,5.141
2014,11,2,15,0,5.45
2014,11,2,17,0,5.45
2014,11,2,19,0,5.347
2014,11,2,21,0,5.347
2014,11,2,23,0,5.347
2014,11,3,1,0,5.45
2014,11,3,3,0,5.45
2014,11,3,5,0,5.655
2014,11,3,7,0,5.757
2014,11,3,9,0,5.86
2014,11,3,11,0,6.064
2014,11,3,13,0,6.268
2014,11,3,15,0,6.471
2014,11,3,17,0,6.471
2014,11,3,19,0,6.471
2014,11,3,21,0,6.471
2014,11,3,23,0,6.471
2014,11,4,1,0,6.37
2014,11,4,3,0,6.471
2014,11,4,5,0,6.573
2014,11,4,7,0,6.877
2014,11,4,9,0,6.877
2014,11,4,11,0,6.877
2014,11,4,13,0,6.877
2014,11,4,15,0,6.978
2014,11,4,17,0,6.877
2014,11,4,19,0,6.775
2014,11,4,21,0,6.573
2014,11,4,23,0,6.37
2014,11,5,1,0,6.268
2014,11,5,3,0,6.166
2014,11,5,5,0,6.064
2014,11,5,7,0,6.166
2014,11,5,9,0,6.268
2014,11,5,11,0,6.471
2014,11,5,13,0,6.775
2014,11,5,15,0,7.079
2014,11,5,17,0,7.179
2014,11,5,19,0,7.28
2014,11,5,21,0,7.28
2014,11,5,23,0,7.381
2014,11,6,1,0,7.381
2014,11,6,3,0,7.481
2014,11,6,5,0,7.582
2014,11,6,7,0,7.682
2014,11,6,9,0,7.682
2014,11,6,11,0,7.582
2014,11,6,13,0,7.582
2014,11,6,15,0,7.381
2014,11,6,17,0,7.28
2014,11,6,19,0,6.775
2014,11,6,21,0,5.037
2014,11,6,23,0,5.347
2014,11,7,1,0,5.552
2014,11,7,3,0,5.552
2014,11,7,5,0,5.45
2014,11,7,7,0,5.244
2014,11,7,9,0,5.037
2014,11,7,11,0,4.934
2014,11,7,13,0,5.037
2014,11,7,15,0,5.141
2014,11,7,17,0,5.141
2014,11,7,19,0,5.037
2014,11,7,21,0,4.934
2014,11,7,23,0,4.727
2014,11,8,1,0,4.623
2014,11,8,3,0,4.623
2014,11,8,5,0,4.623
2014,11,8,7,0,4.623
2014,11,8,9,0,4.623
2014,11,8,11,0,4.727
2014,11,8,13,0,4.831
2014,11,8,15,0,5.037
2014,11,8,17,0,5.244
2014,11,8,19,0,5.347
2014,11,8,21,0,5.45
2014,11,8,23,0,5.45
2014,11,9,1,0,5.552
2014,11,9,3,0,5.552
2014,11,9,5,0,5.655
2014,11,9,7,0,5.655
2014,11,9,9,0,5.552
2014,11,9,11,0,5.552
2014,11,9,13,0,5.655
2014,11,9,15,0,5.552
2014,11,9,17,0,5.347
2014,11,9,19,0,3.472
2014,11,9,21,0,3.788
2014,11,9,23,0,3.998
2014,11,10,1,0,4.207
2014,11,10,3,0,4.207
2014,11,10,5,0,4.102
2014,11,10,7,0,3.998
2014,11,10,9,0,3.893
2014,11,10,11,0,3.893
2014,11,10,13,0,3.788
2014,11,10,15,0,3.788
2014,11,10,17,0,3.788
2014,11,10,19,0,3.788
2014,11,10,21,0,3.683
2014,11,10,23,0,3.578
2014,11,11,1,0,3.472
2014,11,11,3,0,3.367
2014,11,11,5,0,3.261
2014,11,11,7,0,3.155
2014,11,11,9,0,3.049
2014,11,11,11,0,2.943
2014,11,11,13,0,2.837
2014,11,11,15,0,2.73
2014,11,11,17,0,2.624
2014,11,11,19,0,2.517
2014,11,11,21,0,2.303
2014,11,11,23,0,2.195
2014,11,12,1,0,2.088
2014,11,12,3,0,1.98
2014,11,12,5,0,1.872
2014,11,12,7,0,1.872
2014,11,12,9,0,1.764
2014,11,12,11,0,1.656
2014,11,12,13,0,1.656
2014,11,12,15,0,1.656
2014,11,12,17,0,1.656
2014,11,12,19,0,1.656
2014,11,12,21,0,1.548
2014,11,12,23,0,1.548
2014,11,13,1,0,1.439
2014,11,13,3,0,1.439
2014,11,13,5,0,1.439
2014,11,13,7,0,1.439
2014,11,13,9,0,1.33
2014,11,13,11,0,1.33
2014,11,13,13,0,1.439
2014,11,13,15,0,1.439
2014,11,13,17,0,1.439
2014,11,13,19,0,1.439
2014,11,13,21,0,1.439
2014,11,13,23,0,1.439
2014,11,14,1,0,1.439
2014,11,14,3,0,1.33
2014,11,14,5,0,1.33
2014,11,14,7,0,1.33
2014,11,14,9,0,1.221
2014,11,14,11,0,1.221
2014,11,14,13,0,1.221
2014,11,14,15,0,1.221
2014,11,14,17,0,1.221
2014,11,14,19,0,1.221
2014,11,14,21,0,1.112
2014,11,14,23,0,1.112
2014,11,15,1,0,1.112
2014,11,15,3,0,1.112
2014,11,15,5,0,1.003
2014,11,15,7,0,1.003
2014,11,15,9,0,1.003
2014,11,15,11,0,1.003
2014,11,15,13,0,0.893
2014,11,15,15,0,0.893
2014,11,15,17,0,0.893
2014,11,15,19,0,0.893
2014,11,15,21,0,0.893
2014,11,15,23,0,0.893
2014,11,16,1,0,0.893
2014,11,16,3,0,0.893
2014,11,16,5,0,0.893
2014,11,16,7,0,0.893
2014,11,16,9,0,0.893
2014,11,16,11,0,0.893
2014,11,16,13,0,0.893
2014,11,16,15,0,0.893
2014,11,16,17,0,0.893
2014,11,16,19,0,0.893
2014,11,16,21,0,1.003
2014,11,16,23,0,1.003
2014,11,17,1,0,1.003
2014,11,17,3,0,1.003
2014,11,17,5,0,1.112
2014,11,17,7,0,1.112
2014,11,17,9,0,1.112
2014,11,17,11,0,1.112
